JOBNAME,PROGNAME,VARIANT,PDEST,PRCOP,PLIST,PRTXT,PRBER
YFJVBELB,Z_CK_ERROR_SPOOL,LOWER 48,MFPR,001,YFJVBELB_001,,COP
YFJVBEQ2,ZBDCSRCH,APLNG OVERHEAD,MFPR,001,YFJVBEQ2_001,,COP
YFJVBEQL,ZBDCSRCH,APLNG RX,MFPR,001,YFJVBEQL_001,,COP
YFJVBES6,ZBDCSRCH,YFJVBES6 RX,MFPR,001,YFJVBES6_001,,COP
YFJVBES7,ZBDCSRCH,SG CUTBACK,MFPR,001,YFJVBES7_001,,COP
YFJVBEY2,ZBDCSRCH,YFJVBEY2 NET,ZA2R,001,YFJVBEY2_001,,
YFJVBEY3,ZBDCSRCH,YFJVBEY3 CC,ZA2R,001,YFJVBEY3_001,,
YFJVBEY6,Z_CK_ERROR_SPOOL,ALASKA,MFPR,001,YFJVBEY6_001,,COP
YFJVBLAK,ZCHECK_FOR_JOBRUN,ALASKA BL,MFPR,001,YFJVBLAK_001,,
YFJVBLB2,RGJVBR10,ME NORWAY FILE,MFPR,001,YFJVBLB2_001,,COP
YFJVBLBD,ZCHECK_FOR_JOBRUN,NORWAY,SJ58,001,YFJVBLBD_001,,
YFJVBLEA,ZCHECK_FOR_JOBRUN,ABUE,MFPR,001,YFJVBLEA_001,,COP
YFJVBLH1,ZCHECK_FOR_JOBRUN,LOWER 48 BLH1,MFPR,001,YFJVBLH1_001,,
YFJVBLH2,ZCHECK_FOR_JOBRUN,LOWER 48 BLH2,MFPR,001,YFJVBLH2_001,,
YFJVBLH3,ZCHECK_FOR_JOBRUN,LOWER 48 BLH3,MFPR,001,YFJVBLH3_001,,
YFJVBLH4,ZCHECK_FOR_JOBRUN,LOWER 48 BLH4,MFPR,001,YFJVBLH4_001,,
YFJVBLH5,ZCHECK_FOR_JOBRUN,LOWER 48 BLH5,MFPR,001,YFJVBLH5_001,,
YFJVBLHZ,ZJVARCTB,NAP PRINTARCHI,MFPR,001,YFJVBLHZ_001,,
YFJVBLIE,ZCHECK_FOR_JOBRUN,INTL E AND P,MFPR,001,YFJVBLIE_001,,
YFJVBLL1,ZCHECK_FOR_JOBRUN,LOWER 48 BLL1,MFPR,001,YFJVBLL1_001,,
YFJVBLL2,ZCHECK_FOR_JOBRUN,LOWER 48 BLL2,MFPR,001,YFJVBLL2_001,,
YFJVBLL3,ZCHECK_FOR_JOBRUN,LOWER 48 BLL3,MFPR,001,YFJVBLL3_001,,
YFJVBLL4,ZCHECK_FOR_JOBRUN,LOWER 48 BLL4,MFPR,001,YFJVBLL4_001,,
YFJVBLL5,ZCHECK_FOR_JOBRUN,LOWER 48 BLL5,MFPR,001,YFJVBLL5_001,,
YFJVBLLB,ZCHECK_FOR_JOBRUN,LOWER 48 BLLB,MFPR,001,YFJVBLLB_001,,
YFJVBLP1,ZCHECK_FOR_JOBRUN,LOWER 48 BLP1,MFPR,001,YFJVBLP1_001,,
YFJVBLP2,ZCHECK_FOR_JOBRUN,LOWER 48 BLP2,MFPR,001,YFJVBLP2_001,,
YFJVBLPR,ZCHECK_FOR_JOBRUN,LOWER 48 BLPR,MFPR,001,YFJVBLPR_001,,
YFJVBLSG,ZCHECK_FOR_JOBRUN,SINGAPORE,MFPR,001,YFJVBLSG_001,,COP
YFJVBOT1,ZJV_CALC_BURDEN,L48 TEST,MFPR,001,YFJVBOT1_001,,
YFJVBPLA,RGJBUR00,NANN RANGE1,MFPR,001,YFJVBPLA_001,,COP
YFJVBPLB,ZSUB_JVPGM,YFJVBPLB,MFPR,001,YFJVBPLB_001,,
YFJVBPLH,RGJBUR00,HZ RANGE1,MFPR,001,YFJVBPLH_001,,COP
YFJVBPLN,RGJBUR00,NANN RANGE2,MFPR,001,YFJVBPLN_001,,COP
YFJVBPLT,ZSUB_JVPGM,YFJVBPLT,MFPR,001,YFJVBPLT_001,,COP
YFJVBPLZ,RGJBUR00,HZ RANGE2,MFPR,001,YFJVBPLZ_001,,COP
YFJVBTLB,ZSUB_JVPGM,YFJVBTLB,MFPR,001,YFJVBTLB_001,,COP
YFJVBXML,ZJV_NORWAY_BILLING_XML,BA_TOR,,001,YFJVBXML_001,,SHRPA_20
YFJVCANA,ZJVENTUR,ZJVENTUR CAN,BVMK,001,YFJVCANA_001,,COP
YFJVCANF,ZAPPER,CAN INTERCO,BVMK,001,YFJVCANF_001,,COP
YFJVCANI,ZUNIXCPY,CANADA CSE CPY,BVNL,001,YFJVCANI_001,IHS Gas Summary - Copy to Inbound,COP
YFJVCANT,ZJVENTUR,ZJVENTURCANTST,BVMK,001,YFJVCANT_001,,COP
YFJVCARN,ZJVRECON_CA,ZJVRECON CA,BVMM,001,YFJVCARN_001,JV Reconciliation Data Error Report,COP
YFJVCASA,ZJV_CA_CSE_SKF,CAN_CSE_SKF_IA,BVMK,001,YFJVCASA_001,,COP
YFJVCASK,ZFI_JVA_ZGJ95_VALIDATE,CAN_CSE_CC_ABD,,001,YFJVCASK_001,,COP
YFJVCAST,ZUNIXCPY,CAN_CSE_SKF_CP,BVMK,001,YFJVCAST_001,,COP
YFJVCBAK,RGJVCB10,YA MONTHEND,S042,001,YFJVCBAK_001,JV Cutback - YA,
YFJVCBBD,ZSUB_JVPGM,YFJVCBBD,SJ58,001,YFJVCBBD_001,,
YFJVCBCA,ZSUB_JVPGM,YFJVCBCA,MFPR,001,YFJVCBCA_001,,
YFJVCBEA,RGJVCB10,AU CB NAKD,MFPR,001,YFJVCBEA_001,,COP
YFJVCBIE,ZSUB_JVPGM,YFJVCBIE,MFPR,001,YFJVCBIE_001,,
YFJVCBLB,ZSUB_JVPGM,YFJVCBLB,MFPR,001,YFJVCBLB_001,JV Cutback - HZ,
YFJVCBSG,RGJVCB10,NBOK MONTHEND,MFPR,001,YFJVCBSG_001,,COP
YFJVCBT3,ZSUB_JVPGM,YFJVCBT3,MFPR,001,YFJVCBT3_001,,
YFJVCBT4,ZSUB_JVPGM,YFJVCBT4,S911,001,YFJVCBT4_001,,
YFJVCBT6,ZSUB_JVPGM,YFJVCBT6,MFPR,001,YFJVCBT6_001,,
YFJVCBT8,ZSUB_JVPGM,YFJVCBT8,MFPR,001,YFJVCBT8_002,,
YFJVCBTF,RGJVCB10,YA MONTHEND TS,S042,001,YFJVCBTF_001,JV Cutback Test - YA,COP
YFJVCBTG,RGJVCB10,YA MONTHEND TS,S042,001,YFJVCBTG_001,JV Cutback Test - YA,
YFJVCBTH,RGJVCB10,YA MONTHEND TS,S042,001,YFJVCBTH_001,JV Cutback Test - YA,
YFJVCBTM,ZSUB_JVPGM,YFJVCBTM,MFPR,001,YFJVCBTM_001,JV Cutback Test - HZ,
YFJVCBTN,ZSUB_JVPGM,YFJVCBTN,MFPR,001,YFJVCBTN_001,JV Cutback Test - HZ,
YFJVCBTS,ZSUB_JVPGM,YFJVCBTS,MFPR,001,YFJVCBTS_001,JV Cutback Test - HZ,
YFJVCBTU,ZSUB_JVPGM,YFJVCBTU,MFPR,001,YFJVCBTT_001,JV Cutback Test - HZ,
YFJVCBTY,RGJVCB10,NBOK MONTH TS,MFPR,001,YFJVCBTY_001,,COP
YFJVCC48,ZSUB_JVPGM,YFJVCC48,MFPR,001,YFJVCC48_001,,
YFJVCCAK,RGJVCCRC,YA MONTHEND,ZA2R,001,YFJVCCAK_001,Cash Call Reclassification - YA,
YFJVCCBD,ZSUB_JVPGM,YFJVCCBD,S911,001,YFJVCCBD_001,,
YFJVCCEA,RGJVCCRC,NAKD,MFPR,001,YFJVCCEA_001,,COP
YFJVCCHZ,ZSUB_JVPGM,YFJVCCHZ,MFPR,001,YFJVCCHZ_002,,
YFJVCCIE,ZSUB_JVPGM,YFJVCCIE,MFPR,001,YFJVCCIE_001,,
YFJVCCL1,RGJVCCRC,NANN 1,MFPR,001,YFJVCCL1_001,,
YFJVCCL2,RGJVCCRC,NANN 2,MFPR,001,YFJVCCL2_001,,
YFJVCKHZ,ZCHECK_ARCHIVE,CHK_ARCHIVE_HZ,MFPR,001,YFJVCKHZ_001,,
YFJVCKIC,ZFICTBK_CHKMAPPING,CHK_INCO_ACCTS,BVMN,001,YFJVCKIC_001,,
YFJVCKPL,ZFICTBK_CHKMAPPING,CHK_PLANT_ALL,BVMN,001,YFJVCKPL_001,,
YFJVCLLB,ZFIND_AND_CLEAR_DOCS_CHARGEOFF,L48 BI TH,MFPR,001,YFJVCLLB_001,,COP
YFJVCO48,ZFICTBK_CHKMAPPING,CHK_CO_L48,BVMJ,001,YFJVCO48_001,,
YFJVCOAL,ZFICTBK_CHKMAPPING,CHK_CO_ALASKA,BVMJ,001,YFJVCOAL_001,,
YFJVCOAU,ZFICTBK_CHKMAPPING,CHK_CO_AUST,BVMJ,001,YFJVCOAU_001,,
YFJVCOCA,ZFICTBK_CHKMAPPING,CHK_CO_CANADA,BVMJ,001,YFJVCOCA_001,,
YFJVCOCH,ZFICTBK_CHKMAPPING,CHK_CO_CHINA,BVMJ,001,YFJVCOCH_001,,
YFJVCOIN,ZFICTBK_CHKMAPPING,CHK_CO_INDO,BVMJ,001,YFJVCOIN_001,,
YFJVCTCA,ZSUB_JVPGM,YFJVCTCA,MFPR,001,YFJVCTCA_001,,COP
YFJVCTE1,RGJVCB10,NAKD,MFPR,001,YFJVCTE1_001,,COP
YFJVCTE2,RGJVCB10,NAKD,MFPR,001,YFJVCTE2_001,,COP
YFJVCTEA,RGJVCB10,NAKD,MFPR,001,YFJVCTEA_001,,COP
YFJVCTIE,ZSUB_JVPGM,YFJVCTIE,MFPR,001,YFJVCTIE_001,,COP
YFJVCTLB,ZSUB_JVPGM,YFJVCTLB,MFPR,001,YFJVCTLB_001,,COP
YFJVDAS2,ZJV_DISPUTE_RECON_UTILITY,CNJ_ASSIGNMENT,MFPR,001,YFJVDAS2_001,,COP
YFJVDASN,ZJV_DISPUTE_RECON_UTILITY,COJ_ASSIGNMENT,MFPR,001,YFJVDASN_001,,COP
YFJVDFN2,ZJV_DISPUTE_RECON_UTILITY,ARG_FINL,MFPR,001,YFJVDFN2_001,,COP
YFJVDFN3,ZJV_DISPUTE_RECON_UTILITY,L4O_FINL,MFPR,001,YFJVDFN3_001,,COP
YFJVDFNL,ZJV_DISPUTE_RECON_UTILITY,COJ_FINL,MFPR,001,YFJVDFNL_001,,COP
YFJVDI01,ZSUB_COCYCLE,YFJVDI01,MFPR,001,YFJVDI01_001,,
YFJVDIM2,ZJV_JVDISP_IMPORT,JIBLINK_CNJIMP,MFPR,001,YFJVDIM2_001,,COP
YFJVDIM3,ZJV_JVDISP_IMPORT,JIBLINK_L48,MFPR,001,YFJVDIM3_001,,COP
YFJVDIMP,ZJV_JVDISP_IMPORT,JIBLINK_IMPORT,MFPR,001,YFJVDIMP_001,,COP
YFJVDNAR,ZJV_DISPUTE_RECON_UTILITY,COJ_NOAR_REP,MFPR,001,YFJVDNAR_001,,COP
YFJVDPES,ZJV_DISPUTE_RECON_UTILITY,L4O_ESCPREVIEW,,001,YFJVDPES_001,,COP
YFJVDPRE,ZJV_DISPUTE_RECON_UTILITY,COJ_PREL,MFPR,001,YFJVDPRE_001,,COP
YFJVDRE2,ZJV_DISPUTE_RECON_UTILITY,CNJ_REMINDER,MFPR,001,YFJVDRE2_001,,COP
YFJVDREM,ZJV_DISPUTE_RECON_UTILITY,COJ_REMINDER,MFPR,001,YFJVDREM_001,,COP
YFJVDUPB,ZJV_DISPUTE_RECON_UTILITY,COJ_UPDTBAL,MFPR,001,YFJVDUPB_001,,COP
YFJVDUPD,ZJV_JVDISP_INV_ACTIVITY,COJ,MFPR,001,YFJVDUPD_001,,COP
YFJVECA4,RGJVEC00,YA MONTHEND,ZA2R,001,YFJVECA4_001,Equity Change  - YA,
YFJVECA5,RGJVEC00,YA MONTHEND,MFPR,001,YFJVECA5_001,Equity Change  - YA,COP
YFJVECAK,RGJVEC00,YA MONTHEND,ZA2R,001,YFJVECAK_001,Equity Change  - YA,
YFJVECB1,ZSUB_JVPGM,YFJVECB1,S133,001,YFJVECB1_001,,
YFJVECB2,ZSUB_JVPGM,YFJVECB2,S133,001,YFJVECB2_001,,
YFJVECBD,ZSUB_JVPGM,YFJVECBD,S133,001,YFJVECBD_001,,
YFJVECC5,ZSUB_JVPGM,YFJVECC5,MFPR,001,YFJVECC5_001,,
YFJVECCA,ZSUB_JVPGM,YFJVECCA,MFPR,001,YFJVECCA_001,,
YFJVECE1,RGJVEC00,NAKD,MFPR,001,YFJVECE1_001,,COP
YFJVECEA,RGJVEC00,NAKD,MFPR,001,YFJVECEA_001,,COP
YFJVECH2,ZSUB_JVPGM,YFJVECH2,MFPR,001,YFJVECH2_001,Equity Change - HZ,
YFJVECH4,ZSUB_JVPGM,YFJVECH4,MFPR,001,YFJVECH4_001,,
YFJVECI2,ZSUB_JVPGM,YFJVECI2,MFPR,001,YFJVECI2_001,,
YFJVECIE,ZSUB_JVPGM,YFJVECIE,MFPR,001,YFJVECIE_001,,
YFJVECLB,ZSUB_JVPGM,YFJVECLB,MFPR,001,YFJVECLB_001,Equity Change - HZ,
YFJVECQ1,RGJVEC00,ME APLNG,MFPR,001,YFJVECQ1_001,,COP
YFJVECQL,RGJVEC00,ME APLNG,MFPR,001,YFJVECQL_001,,COP
YFJVECS9,RGJVEC00,NBOK MONTHEND,MFPR,001,YFJVECS9_001,,COP
YFJVECSG,RGJVEC00,NBOK MONTHEND,MFPR,001,YFJVECSG_001,,COP
YFJVEDCA,ZCHECK_FOR_JOBRUN,CANADA EDCA,MFPR,001,YFJVEDCA_001,,
YFJVEEAK,ZCHECK_FOR_JOBRUN,ALASKA,MFPR,001,YFJVEEAK_001,,
YFJVEEBD,ZCHECK_FOR_JOBRUN,NORWAY,MFPR,001,YFJVEEBD_001,,
YFJVEECA,ZCHECK_FOR_JOBRUN,CANADA EDI,MFPR,001,YFJVEECA_001,,
YFJVEEEA,ZCHECK_FOR_JOBRUN,ABUE,MFPR,001,YFJVEEEA_001,,COP
YFJVEEHZ,ZCHECK_FOR_JOBRUN,LOWER 48,MFPR,001,YFJVEEHZ_001,,
YFJVEEI3,ZCHECK_FOR_JOBRUN,INTL E AND P,MFPR,001,YFJVEEI3_001,,
YFJVEEIE,ZCHECK_FOR_JOBRUN,INTL E AND P,MFPR,001,YFJVEEIE_002,,
YFJVEELB,ZCHECK_FOR_JOBRUN,LOWER 48,MFPR,001,YFJVEELB_001,,
YFJVEES9,ZCHECK_FOR_JOBRUN,SINGAPORE,MFPR,001,YFJVEES9_001,,COP
YFJVEESG,ZCHECK_FOR_JOBRUN,SINGAPORE,MFPR,001,YFJVEESG_001,,COP
YFJVEET3,ZSUB_JVPGM,YFJVEET3,ZA2R,001,YFJVEET3_001,expenditure extract test run - YA,
YFJVEET5,ZSUB_JVPGM,YFJVEET5,S685,001,YFJVEET5_001,expenditure extract test run - HZ,
YFJVEET6,ZSUB_JVPGM,YFJVEET6,MFPR,001,YFJVEET6_001,expenditure extract test run - L48,COP
YFJVEET7,ZSUB_JVPGM,YFJVEET7,MFPR,001,YFJVEET7_001,,COP
YFJVEIAK,ZCHECK_FOR_JOBRUN,ALASKA,MFPR,001,YFJVEIAK_001,,
YFJVEIBD,ZCHECK_FOR_JOBRUN,NORWAY,MFPR,001,YFJVEIBD_001,,
YFJVEIEA,ZCHECK_FOR_JOBRUN,ABUE,MFPR,001,YFJVEIEA_001,,COP
YFJVEIHZ,ZCHECK_FOR_JOBRUN,LOWER 48,MFPR,001,YFJVEIHZ_001,,
YFJVEIIE,ZCHECK_FOR_JOBRUN,INTL E AND P,MFPR,001,YFJVEIIE_001,,
YFJVEILB,ZCHECK_FOR_JOBRUN,LOWER 48,MFPR,001,YFJVEILB_001,,
YFJVEISG,ZCHECK_FOR_JOBRUN,SINGAPORE,MFPR,001,YFJVEISG_001,,COP
YFJVEMAK,ZJOBNTFY,ME YFJVEMAK,MFPR,001,YFJVEMAK_001,,
YFJVEMCA,ZJOBNTFY,ME YFJVEMCA,MFPR,001,YFJVEMCA_001,,
YFJVEMH2,ZJOBNTFY,ME YFJVEMH2,MFPR,001,YFJVEMH2_001,,
YFJVEMH3,ZJOBNTFY,ME YFJVEMH3,MFPR,001,YFJVEMH3_001,,
YFJVEMIE,ZJOBNTFY,ME YFJVEMIE,MFPR,001,YFJVEMIE_001,,COP
YFJVEMK1,ZJOBNTFY,ME YFJVEMK1,SH52,001,YFJVEMK1_001,,
YFJVEMSG,ZJOBNTFY,ME YFJVEMSG,MFPR,001,YFJVEMSG_001,,COP
YFJVENTA,ZJV_CJVJOA,ZJV_CJVSHL,BVMC,001,YFJVENTA_001,,COP
YFJVENTT,ZUNIXCPY,YFJVENTT1,,001,YFJVENTT_001,,COP
YFJVHR48,ZJV_GLOBAL_HIERARCHY,L48 ALL BATCOS,MFPR,001,YFJVHR48_001,,
YFJVIEBD,ZCHECK_FOR_JOBRUN,NORWAY,MFPR,001,YFJVIEBD_001,,
YFJVIECA,ZCHECK_FOR_JOBRUN,CANADA EDI,MFPR,001,YFJVIECA_001,,
YFJVIEEA,ZCHECK_FOR_JOBRUN,ABUE,MFPR,001,YFJVIEEA_001,,
YFJVIFAK,RSEOUT00,JV BILL,MFPR,001,YFJVIFAK_001,,
YFJVIFCA,RSEOUT00,JV BILL CAN,MFPR,001,YFJVIFCA_001,,
YFJVIFHZ,RSEOUT00,JV BILL,S685,001,YFJVIFHZ_001,,
YFJVIOMM,ZIOMM_EXTRACT_INCO,YFJVIOMM,MFPR,001,YFJVIOMM_001,,
YFJVMXCA,Z_IDOC_SYNTAX_CHANGE,JV E1JVJID BIG,MFPR,001,YFJVMXCA_001,,
YFJVNCHZ,SAPFGJCG,HZ MONTHEND,MFPR,001,YFJVNCHZ_001,,COP
YFJVNCLB,ZSUB_JVPGM,YFJVNCLB,MFPR,001,YFJVNCLB_001,,COP
YFJVNTAK,RGJVPNET,YA MONTHEND,ZA2R,001,YFJVNTAK_001,,
YFJVNTB1,RGJVPNET,NORWAY NON OP,SJ58,001,YFJVNTB1_001,,COP
YFJVNTBD,ZSUB_JVPGM,YFJVNTBD,SJ58,001,YFJVNTBD_001,,
YFJVNTEA,RGJVPNET,NAKD,MFPR,001,YFJVNTEA_001,,COP
YFJVNTIE,ZSUB_JVPGM,YFJVNTIE,MFPR,001,YFJVNTIE_001,,COP
YFJVNTK5,RGJVPNET,CHINA K1 NONOP,SJ58,001,YFJVNTK5_001,,COP
YFJVOC48,ZCRA_JV_MCO_CALCULATION,L48 SF UPDATE,,001,YFJVOC48_001,,COP
YFJVOCTL,ZCRA_JV_MCO_CALCULATION,L48 SF TEST,,001,YFJVOCTL_001,,COP
YFJVOEA2,ZJVOEA02,ZJVOEA02 PROD,S685,001,YFJVOEA2_001,,
YFJVOELE,ZFCHKREG,OEA_LAND_EFTS,MFPR,001,YFJVOELE_001,Check Registry Inbound Interface - Land - ZFCHKREG,
YFJVOERC,ZFCHKREG,OEA_REV_CHKS,SA03,001,YFJVOERC_001,Check Registry Inbound Interface - Revenue Checks - ZFCHKREG,
YFJVOERE,ZFCHKREG,OEA_REV_EFTS,BVLV,001,YFJVOERE_001,EFT Registry Inbound Interfact - Revenue Efts - ZFCHKREG,COP
YFJVOERV,ZFCHKREG,OEA_REV_VOIDS,SA03,001,YFJVOERV_001,Check Registry Inbound Interface - Revenue Checks - ZFCHKREG,
YFJVOHA1,ZBDCSRCH,YA OVERHEAD,ZA2R,001,YFJVOHA1_001,,
YFJVOHAK,RGJOVR00,YA MONTHEND,MFPR,001,YFJVOHAK_001,Company Overhead - YA,COP
YFJVOHBD,ZSUB_JVPGM,YFJVOHBD,SJ58,001,YFJVOHBD_001,,
YFJVOHCA,ZSUB_JVPGM,YFJVOHCA,MFPR,001,YFJVOHCA_001,,
YFJVOHEA,RGJPCO00,NAKD,MFPR,001,YFJVOHEA_001,,COP
YFJVOHIE,ZSUB_JVPGM,YFJVOHIE,MFPR,001,YFJVOHIE_001,,
YFJVOHLB,ZSUB_JVPGM,YFJVOHLB,MFPR,001,YFJVOHLB_001,,
YFJVOHLH,RGJOVR00,HZ RANGE1,MFPR,001,YFJVOHLH_001,,COP
YFJVOHLN,RGJOVR00,NANN RANGE2,MFPR,001,YFJVOHLN_001,,COP
YFJVOHLZ,RGJOVR00,HZ RANGE2,MFPR,001,YFJVOHLZ_001,,COP
YFJVOHQL,RGJPCO00,ME APLNG,MFPR,001,YFJVOHQL_001,,COP
YFJVOHT1,ZSUB_JVPGM,YFJVOHT1,MFPR,001,YFJVOHT1_001,,COP
YFJVOHT2,ZSUB_JVPGM,YFJVOHT2,MFPR,001,YFJVOHT2_001,,COP
YFJVOHT3,ZSUB_JVPGM,YFJVOHT3,MFPR,001,YFJVOHT3_001,,COP
YFJVPM56,ZJV_UPD_CLASS,56,MFPR,001,YFJVPM56_001,,
YFJVPPAK,RGJVGJ4A_MCC,ALASKA,ZA2R,001,YFJVPPAK_001,,
YFJVPPAL,RGJVGJ4A_MCC,18TH WORKDAY,MFPR,001,YFJVPPAL_001,,
YFJVPPBD,RGJVGJ4A_MCC,NORWAY,MFPR,001,YFJVPPBD_001,,
YFJVPPCA,RGJVGJ4A_MCC,CANADA,MFPR,001,YFJVPPCA_001,,
YFJVPPEA,RGJVGJ4A_MCC,AU NAKD,MFPR,001,YFJVPPEA_001,,COP
YFJVPPHZ,RGJVGJ4A_MCC,L48,MFPR,001,YFJVPPHZ_001,,
YFJVPPIE,RGJVGJ4A_MCC,INTL EP,MFPR,001,YFJVPPIE_001,,
YFJVPPQL,RGJVGJ4A_MCC,APLNG,MFPR,001,YFJVPPQL_001,,COP
YFJVPPSG,RGJVGJ4A_MCC,SINGAPORE,MFPR,001,YFJVPPSG_001,,COP
YFJVQLS1,ZJVA_PARTNER_SETUP,QLS ALASKA,MFPR,001,YFJVQLS1_001,,COP
YFJVRBLK,ZJV_RXD_BLOCKED_REPORT,48 REBLK,MFPR,001,YFJVRBLK_001,,
YFJVRCCA,ZSUB_JVPGM,YFJVRCCA,MFPR,001,YFJVRCCA_001,,
YFJVRCHZ,ZSUB_JVPGM,YFJVRCHZ,S685,001,YFJVRCHZ_001,,
YFJVRELB,ZJV_UPDATE_BI_TH_TABLE,LOWER 48,MFPR,001,YFJVRELB_001,,COP
YFJVSF48,ZSPOOL2PDF,L48SPOOL2PDF,MFPR,001,YFJVSF48_001,,COP
YFJVSFAK,ZSPOOL2PDF,AK SPOOL2PDF,MFPR,001,YFJVSFAK_001,,COP
YFJVSFCA,ZSPOOL2PDF,CADSPOOL2PDF,MFPR,001,YFJVSFCA_001,,COP
YFJVSFIE,ZSPOOL2PDF,IE SPOOL2PDF,MFPR,001,YFJVSFIE_001,,COP
YFJVSPAK,ZSPOOL2PDF,AL SPOOL 2 PDF,MFPR,001,YFJVSPAK_001,,
YFJVSPC1,ZSUB_JVPGM,YFJVSPC1,MFPR,001,YFJVSPC1_001,,
YFJVSPCA,ZSUB_JVPGM,YFJVSPCA,MFPR,001,YFJVSPCA_001,,
YFJVSPL1,ZSUB_JVPGM,YFJVSPL1,MFPR,001,YFJVSPL1_001,,
YFJVSPL2,ZSUB_JVPGM,YFJVSPL2,MFPR,001,YFJVSPL2_001,,
YFJVSPL3,ZSUB_JVPGM,YFJVSPL3,MFPR,001,YFJVSPL3_001,,
YFJVSPLB,ZSUB_JVPGM,YFJVSPLB,MFPR,001,YFJVSPLB_001,,
YFJVSPT1,ZSUB_JVPGM,YFJVSPT1,MFPR,001,YFJVSPT1_001,,
YFJVSPT2,ZSUB_JVPGM,YFJVSPT2,MFPR,001,YFJVSPT2_001,,
YFJVTXBD,YU_RGJVTAX2,NORWAY,MFPR,001,YFJVTXBD_001,,
YFKALCP1,RKAKALBT,Z_CO_RECON_PST,MFPR,001,YFKALCP1_001,,COP
YFKALCPR,RKAKALBT,Z_CO_RECON_PST,MFPR,001,YFKALCPR_001,,COP
YFKALCQL,RKAKALBT,APLNG,MFPR,001,YFKALCQL_001,,COP
YFKP26CA,ZKP26_LOAD_FROM_PRIOR_MO,CANADA,MFPR,001,YFKP26CA_001,,
YFKP26IN,ZKP26_LOAD_FROM_PRIOR_MO,NORWAY,MFPR,001,YFKP26IN_001,,
YFKSU5P4,ZSUB_COCYCLE,YFKSU5P4,MFPR,001,YFKSU5P4_001,,
YFKSU5P5,ZSUB_COCYCLE,YFKSU5P5,MFPR,001,YFKSU5P5_001,,
YFKSU5PA,ZSUB_COCYCLE,YFKSU5PA,MFPR,001,YFKSU5PA_001,,
YFKSU5PB,ZSUB_COCYCLE,YFKSU5PB,MFPR,001,YFKSU5PB_001,,
YFKSU5PC,ZSUB_COCYCLE,YFKSU5PC,MFPR,001,YFKSU5PC_001,,
YFKSU5PE,ZSUB_COCYCLE,YFKSU5PE,MFPR,001,YFKSU5PE_001,,
YFKSU5PG,ZSUB_COCYCLE,YFKSU5PG,MFPR,001,YFKSU5PG_001,,
YFKSU5PL,ZSUB_COCYCLE,YFKSU5PL,MFPR,001,YFKSU5PL_001,ASSESS XHHTS2,
YFKSU5PM,ZSUB_COCYCLE,YFKSU5PM,MFPR,001,YFKSU5PM_001,,
YFKSUG11,ZSUB_COCYCLE,YFKSUG11,MFPR,001,YFKSUG11_001,,
YFKSUG12,ZSUB_COCYCLE,YFKSUG12,MFPR,001,YFKSUG12_001,,COP
YFKSUG14,ZSUB_COCYCLE,YFKSUG14,MFPR,001,YFKSUG14_001,,
YFKSUG17,ZSUB_COCYCLE,YFKSUG17,MFPR,001,YFKSUG17_001,,
YFKSUG1E,ZSUB_COCYCLE,YFKSUG1E,MFPR,001,YFKSUG1E_001,,
YFKSUG1J,ZSUB_COCYCLE,YFKSUG1J,MFPR,001,YFKSUG1J_001,,
YFKSUG1K,ZSUB_COCYCLE,YFKSUG1K,MFPR,001,YFKSUG1K_001,,COP
YFKSUG1L,ZSUB_COCYCLE,YFKSUG1L,MFPR,001,YFKSUG1L_001,,COP
YFKSUG1M,ZSUB_COCYCLE,YFKSUG1M,MFPR,001,YFKSUG1M_001,,COP
YFKSUG1P,ZSUB_COCYCLE,YFKSUG1P,MFPR,001,YFKSUG1P_001,,COP
YFKSUG33,ZSUB_COCYCLE,YFKSUG33,MFPR,001,YFKSUG33_001,,
YFKSUG61,ZSUB_COCYCLE,YFKSUG61,MFPR,001,YFKSUG61_001,,
YFKSUG62,ZSUB_COCYCLE,YFKSUG62,MFPR,001,YFKSUG62_001,,
YFKSUG64,ZSUB_COCYCLE,YFKSUG64,MFPR,001,YFKSUG64_001,,
YFKSUG65,ZSUB_COCYCLE,YFKSUG65,MFPR,001,YFKSUG65_001,,
YFKSUG71,ZSUB_COCYCLE,YFKSUG71,MFPR,001,YFKSUG71_001,,
YFKSUG7F,ZSUB_COCYCLE,YFKSUG7F,MFPR,001,YFKSUG7F_001,,COP
YFKSUG91,ZSUB_COCYCLE,YFKSUG91,MFPR,001,YFKSUG91_001,,
YFLBXBOA,ZFPAY_UNIX_SCRIPT,BOA LOCKBOX,MFPR,001,YFLBXBOA_001,General purpose utility to run a unix script,COP
YFLBXIMG,ZFLBX002,ZFLBX002,BVMK,001,YFLBXIMG_001,,COP
YFLBXIMP,ZFPAY_UNIX_SCRIPT,YFLBXIMP,MFPR,001,YFLBXIMP_001,General purpose utility to run a unix script,COP
YFLDS001,ZTESS001,TESSEDIT,MFPR,001,YFLDS001_001,YFLDS001: COST OBJECT EDIT FILE FOR LDS/TESSERACT,
YFLMM001,ZFLMM001,ZFLMM001,MFPR,001,YFLMM001_001,,
YFLMM002,Z_CREATE_GL_FILE_FROM_PI,LEGAL,BVMK,001,YFLMM002_001,,COP
YFLMMTXT,ZBLDTEXT,LEGAL MATTERS,MFPR,001,YFLMMTXT_001,,
